Time,Inflow,Outflow
2018-02-28 20:55:01,8,10
2018-02-28 20:56:01,7,9
2018-02-28 20:57:01,17,6
2018-02-28 20:58:01,8,22
2018-02-28 20:59:01,11,12
2018-02-28 21:00:01,9,7
2018-02-28 21:01:01,12,19
2018-02-28 21:02:01,8,12
2018-02-28 21:03:01,6,8
2018-02-28 21:04:01,10,11
2018-02-28 21:05:01,5,9
2018-02-28 21:06:01,11,7
2018-02-28 21:07:01,9,11
2018-02-28 21:08:01,15,99
2018-02-28 21:09:01,24,8
2018-02-28 21:10:01,22,14
2018-02-28 21:11:01,15,8
2018-02-28 21:12:01,11,10
2018-02-28 21:13:01,7,7
2018-02-28 21:14:01,13,13
2018-02-28 21:15:01,12,5
2018-02-28 21:16:01,12,6
2018-02-28 21:17:01,17,9
2018-02-28 21:18:01,14,10
2018-02-28 21:19:01,16,11
2018-02-28 21:20:01,12,14
2018-02-28 21:21:01,7,13
2018-02-28 21:22:01,12,27
2018-02-28 21:23:01,12,7
2018-02-28 21:24:01,15,12
2018-02-28 21:25:01,10,12
2018-02-28 21:26:01,11,10
2018-02-28 21:27:01,10,10
2018-02-28 21:28:01,9,6
2018-02-28 21:29:01,6,6
2018-02-28 21:30:01,8,6
2018-02-28 21:31:01,7,7
2018-02-28 21:32:01,5,7
2018-02-28 21:33:01,14,10
2018-02-28 21:34:01,8,10
2018-02-28 21:35:01,11,8
2018-02-28 21:36:01,9,8
2018-02-28 21:37:01,5,10
2018-02-28 21:38:01,10,10
2018-02-28 21:39:01,13,12
2018-02-28 21:40:01,9,13
2018-02-28 21:41:01,11,6
2018-02-28 21:42:01,4,10
2018-02-28 21:43:01,12,18
2018-02-28 21:44:01,12,5
2018-02-28 21:45:01,7,12
2018-02-28 21:46:01,8,7
2018-02-28 21:47:01,8,9
2018-02-28 21:48:01,6,24
2018-02-28 21:49:01,11,8
2018-02-28 21:50:01,8,18
2018-02-28 21:51:01,7,11
2018-02-28 21:52:01,10,6
2018-02-28 21:53:01,13,14
2018-02-28 21:54:01,8,22
2018-02-28 21:55:01,12,10
2018-02-28 21:56:01,6,14
2018-02-28 21:57:01,7,13
2018-02-28 21:58:01,5,17
2018-02-28 21:59:01,3,6
2018-02-28 22:00:01,4,7
2018-02-28 22:01:01,5,4
2018-02-28 22:02:01,7,5
2018-02-28 22:03:01,4,5
2018-02-28 22:04:01,8,6
2018-02-28 22:05:01,5,6
2018-02-28 22:06:01,7,6
2018-02-28 22:07:01,4,4
2018-02-28 22:08:01,3,8
2018-02-28 22:09:01,4,3
2018-02-28 22:10:01,0,0
2018-02-28 22:11:01,2,2
2018-02-28 22:12:01,4,3
2018-02-28 22:13:01,4,3
2018-02-28 22:14:01,4,7
2018-02-28 22:15:01,4,3
2018-02-28 22:16:01,3,4
2018-02-28 22:17:01,2,3
2018-02-28 22:18:01,3,3
2018-02-28 22:19:01,9,5
2018-02-28 22:20:01,3,5
2018-02-28 22:21:01,4,4
2018-02-28 22:22:01,1,5
2018-02-28 22:23:01,1,1
2018-02-28 22:24:01,3,1
2018-02-28 22:25:01,1,3
2018-02-28 22:26:01,3,1
2018-02-28 22:27:01,3,2
2018-02-28 22:28:01,1,5
2018-02-28 22:29:01,4,1
2018-02-28 22:30:01,2,5
2018-02-28 22:31:01,1,1
2018-02-28 22:32:01,0,0
2018-02-28 22:33:01,6,2
2018-02-28 22:34:01,3,3
2018-02-28 22:35:01,4,5
2018-02-28 22:36:01,3,2
2018-02-28 22:37:01,3,2
2018-02-28 22:38:01,1,3
2018-02-28 22:39:01,7,3
2018-02-28 22:40:01,1,7
2018-02-28 22:41:01,2,1
2018-02-28 22:42:01,5,1
2018-02-28 22:43:01,2,5
2018-02-28 22:44:01,1,1
2018-02-28 22:45:01,3,2
2018-02-28 22:46:01,1,2
2018-02-28 22:47:01,1,1
2018-02-28 22:48:01,3,4
2018-02-28 22:49:01,2,4
2018-02-28 22:50:01,4,2
2018-02-28 22:51:01,1,1
2018-02-28 22:52:01,3,2
2018-02-28 22:53:01,4,3
2018-02-28 22:54:01,1,1
2018-02-28 22:55:01,2,3
2018-02-28 22:56:01,1,2
2018-02-28 22:57:01,0,0
2018-02-28 22:58:01,1,1
2018-02-28 22:59:01,5,1
2018-02-28 23:00:01,2,4
2018-02-28 23:01:01,2,5
2018-02-28 23:02:01,4,2
2018-02-28 23:03:01,3,6
2018-02-28 23:04:01,3,2
2018-02-28 23:05:01,4,2
2018-02-28 23:06:01,1,3
2018-02-28 23:07:01,2,1
2018-02-28 23:08:01,2,3
2018-02-28 23:09:01,2,3
2018-02-28 23:10:01,0,0
2018-02-28 23:11:01,2,1
2018-02-28 23:12:01,3,1
2018-02-28 23:13:01,1,1
2018-02-28 23:14:01,1,2
2018-02-28 23:15:01,2,1
2018-02-28 23:16:01,4,2
2018-02-28 23:17:01,2,4
2018-02-28 23:18:01,4,3
2018-02-28 23:19:01,1,1
2018-02-28 23:20:01,1,2
2018-02-28 23:21:01,3,4
2018-02-28 23:22:01,2,4
2018-02-28 23:23:01,1,2
2018-02-28 23:24:01,2,1
2018-02-28 23:25:01,2,1
2018-02-28 23:26:01,2,1
2018-02-28 23:27:01,2,2
2018-02-28 23:28:01,3,5
2018-02-28 23:29:01,3,1
2018-02-28 23:30:01,1,1
2018-02-28 23:31:01,4,3
2018-02-28 23:32:01,3,2
2018-02-28 23:33:01,2,3
2018-02-28 23:34:01,1,1
2018-02-28 23:35:01,1,2
2018-02-28 23:36:01,0,0
2018-02-28 23:37:01,2,1
2018-02-28 23:38:01,2,4
2018-02-28 23:39:01,3,2
2018-02-28 23:40:01,3,4
2018-02-28 23:41:01,3,2
2018-02-28 23:42:01,2,3
2018-02-28 23:43:01,1,1
2018-02-28 23:44:01,3,4
2018-02-28 23:45:01,2,1
2018-02-28 23:46:01,3,2
2018-02-28 23:47:01,1,3
2018-02-28 23:48:01,2,2
2018-02-28 23:49:01,0,0
2018-02-28 23:50:01,2,1
2018-02-28 23:51:01,1,2
2018-02-28 23:52:01,1,2
2018-02-28 23:53:01,1,1
2018-02-28 23:54:01,3,1
2018-02-28 23:55:01,1,1
2018-02-28 23:56:01,1,2
2018-02-28 23:57:01,1,2
2018-02-28 23:58:01,4,2
2018-02-28 23:59:01,1,3
